Anmeldedatum;Abgabedatum;JahrAkademisch;Art;Grad;Sprache;Titel;Abstract
30.03.15;24.08.15;2015;extern;Bachelor;DE;Analyse des Einflusses von Bewertungsportalen, Communities und Foren auf das Kaufverhalten;
30.03.15;27.08.15;2015;extern;Bachelor;DE;Konzeption und Entwicklung eines Fax-Anzeige Controls für SFF-Dateien in DATEVnet pro Fax noch CAPI;
31.03.15;31.08.15;2015;extern;Bachelor;DE;Planung, Analyse und Entwurf eines skalierbaren und modularen Automaten für die Erfassung von verteilten Daten unter Berücksichtigung sicherheitstechnischer Rahmenbedingungen;
01.04.15;31.08.15;2015;extern;Bachelor;DE;Vergleichende Studie zur Eignung von durch 3D-Druck erstellten optischen Markern;
01.04.15;31.08.15;2015;extern;Bachelor;DE;Entwicklung einer mobilen App, zur Fernsteuerung einer .NET Applikation über Netzwerk (WLAN);
01.04.15;01.09.15;2015;extern;Bachelor;DE;Erstellung und inkrementelle Erweiterung zufallsgenerierter Höhenkarten unter Berücksichtigung geomorphographischer Eigenschaften ;
01.04.15;17.08.15;2015;extern;Bachelor;DE;Relevanz und Auswirkungen der professionellen IT auf den Geschäftserfolg von Social Entrepreneurship am Beispiel der Helden Gesucht gGmbH;
01.04.15;07.09.15;2015;extern;Master;DE;Konzeption und Implementierung einer rechnergestützten Qualitätskontrolle studentischer Beiträge im Kontext kollaborativen e-Learnings;
01.04.15;31.08.15;2015;extern;Bachelor;DE;Ein Geschwindigkeitsassistenzsystem mit automatischer Verkehrszeichenerkennung für das iPhone;
01.04.15;31.08.15;2015;extern;Bachelor;EN;Optical Music Recognition for Mobile Devices;
01.04.15;31.08.15;2015;extern;Bachelor;DE;Fahrzeugdiagnose und -Service mittels mobiler Consumer-Endgeräte;
02.04.15;31.08.15;2015;extern;Bachelor;DE;Simulation und Steuerung von Bahnbewegungen einer Kugel mit Hilfe von Softcomputing Verfahren und einer Physik Engine.;
07.04.15;;2015;extern;Bachelor;DE;3D-Objekt-Erkennung durch einen autonomen, mobilen Roboter;
08.04.15;04.09.15;2015;extern;Bachelor;DE;Abbilden des Scrum Prozesses auf die Anforderungen des Automotive SPICE  Standards;
09.04.15;18.08.15;2015;extern;Bachelor;DE;Komparative Studie zur Lesbarkeit taktiler Ausdrucke von Schrift, Symbolen, Graphiken und taktiler Karten;
09.04.15;09.09.15;2015;extern;Bachelor;DE;Konzeption und Implementierung von TAG s in einem Verwaltungstool für medizinische Testbilder;
09.04.15;09.09.15;2015;extern;Bachelor;DE;Entwicklung eines plattformübergreifenden Werkzeugs zur kollaborativen Echtzeit-Generierung von Mindmaps;
13.04.15;;2015;extern;Bachelor;DE;"Konzeption und prototypische Realisierung eines Software-Werkzeugkastens zur Generierung praxisnaher Testdaten für die DATEV-on-premise-Komponente ""Zentrale Stammdaten""";
15.04.15;24.09.15;2015;extern;Master;DE;Analyse, Design und Implementierung von generischen Business Intelligence-Auswertungen mit QlikSense basierend auf Microfsoft Dynamics NAV;
17.04.15;18.08.15;2015;extern;Bachelor;DE;Dashboards im Krankenhaus. Analyse und Konzeption eines Dashboards für radiologische Abteilungen im Krankenhaus;
17.04.15;17.09.15;2015;extern;Bachelor;DE;Benutzerfreundliche Buchungs- und Transaktionskonzepte für mobile Consumer-Endgeräte;
20.04.15;21.09.15;2015;extern;Bachelor;DE;Webbasierte Interaktion zwischen Smartphone und Public Display zur Verbesserung des Einkaufserlebnisses;
20.04.15;02.11.15;2015;extern;Bachelor;DE;Untersuchung der Güte der Klassifikation von User-Based Collaborative Filtering am Beispiel des MovieLens-Datensatzes;
22.04.15;22.09.15;2015;extern;Bachelor;DE;Analyse des Einflusses von sozialen Medien auf das Kaufverhalten am Beispiel der deutschen Buchbranche;
22.04.15;22.12.15;2015;extern;Master;DE;Prototypische Implementierung eines Frameworks zur Kennzahlenanalyse eines Content-Management-Systems;
23.04.15;15.10.15;2015;extern;Master;DE;Konzeption und Realisierung der Migration einer BI-Applikation am Beispiel von SAP BW nach SAP BW on HANA bei einem führenden Automobilhersteller;
23.04.15;21.09.15;2015;extern;Bachelor;DE;Analyse und Weiterentwicklung eines Business Intelligence Systems für ein mittelständisches Unternehmen;
24.04.15;07.01.16;2015;extern;Master;DE;Machbarkeitsstudie zur Evaluierung und Bewertung der Java-Basistechnologie für ein komplexes und laufzeitintensives Netz der DATEV-Rechnungsschreibung;
24.04.15;23.09.15;2015;extern;Bachelor;DE;Konzeption und Entwicklung eines Verfahrens zur Earned Value Analyse in agilen Festpreisprojekten;
24.04.15;28.08.15;2015;extern;Master;DE;"Konzeption und prototypische Entwicklung eines Brettspiels zur interaktiven Gestaltung der Lehrveranstaltung ""Wissensmanagement"" mittels Gamification";
27.04.15;14.08.15;2015;extern;Bachelor;DE;Entwurf und Implementierung einer Kommunikationsschnittstelle zwischen einem sozialen Netzwerk und einer Jobbörse;
28.04.15;28.09.15;2015;extern;Bachelor;DE;Konzeption und prototypische Umsetzung einer Skript-Sprache für Autoren von interaktiven Spielbüchern;
29.04.15;06.08.15;2015;extern;Bachelor;DE;Kritische Auseinandersetzung mit der Knowledge Modeling an Description Language und Anwendung auf einen geeigneten Prozess;
30.04.15;30.09.16;2015;extern;Bachelor;DE;Konzeption und Realisierung einer Webservice-Anbindung zum automatisierten Datenaustausch zwischen einem ERP-System und E-Commerce-Plattformen;
30.04.15;30.09.15;2015;extern;Bachelor;DE;Realisierung einer Android-App zur Unterstützung der Orientierung blinder Menschen;
30.04.15;30.09.15;2015;extern;Bachelor;DE;Routenoptimierung von öffentlichen Verkehrsmitteln mit Hilfe von Softcomputingmethoden;
30.04.15;30.09.15;2015;extern;Bachelor;DE;Konzeption und Realisierung eines generischen Filters für Webservices am Beispiel des DATEV Schnittstellensystems Pro<br><br>;
30.04.15;18.08.15;2015;extern;Bachelor;DE;Workflow-Management-Systeme für digitale Formulare;
01.05.15;18.12.15;2015;extern;Master;DE;Rekonstruktion der Gesamtansicht eines großflächigen Photovoltaik-Freiflächenanlage aus Multicopter-Videoaufnahmen;
04.05.15;01.10.15;2015;extern;Bachelor;DE;Internationalisierung der HomeRun-Umgebung<br><br>;
08.05.15;08.10.15;2015;extern;Bachelor;DE;Entwurf und prototypische Entwicklung einer intelligenten und vielseitigen Assistenzanwendung für den <br>Einsatz im privaten und geschäftlichen Alltag<br>;
12.05.15;;2015;extern;Bachelor;DE;Ermittlung und Analysierung bestimmter Zielgruppenraster und deren dazugehörigen Gamification Patterns<br>;
12.05.15;12.10.15;2015;extern;Bachelor;DE;Entwurf und Implementierung einer Smartwatch-/Smartphone-Anwendung zur Trainingskontrolle;
13.05.15;19.08.15;2015;extern;Bachelor;DE;Peer-to-Peer-Netze jenseits des Filesharing: Entwicklung und Potenziale.;
13.05.15;13.10.15;2015;extern;Bachelor;DE;Online Marketing mit Schwerpunkt Search Engine Optimization auf Basis eines Content Management Systems für ein Unternehmen in der Finanz- und Versicherungsbranche ;
15.05.15;11.08.15;2015;extern;Bachelor;DE;Entwicklung eines Handlungsleitfadens zur Erstellung einer adressatengerechten Softwaredokumentation<br>;
18.05.15;18.01.16;2015;extern;Master;DE;Konzeption, Design und Entwicklung einer nativen Android-App für Zugriff, Bearbeitung und Auswertung von Online Self Assessments (OSAs) des OSA-Portals der TH Nürnberg;
18.05.15;02.12.15;2015;extern;Master;DE;Konzeption und Umsetzung eines Kennzahlensystems im Bereich Business Intelligence auf Basis des ERP Systems Microsoft Dynamics NAV unter der Verwendung der Technologie des Microsoft SQL Servers 2014;
01.06.15;29.10.15;2015;extern;Bachelor;DE;Computer Supported Cooperaive Work - Aufbau eines digitalen Arbeitsplatzes in SharePoint, der in den Niederlassungen einer mittelständischen Firma weltweit nutzbar ist.;
01.06.15;01.02.16;2015;extern;Master;DE;Cloud-basierte Kurvenwarnung;
01.06.15;07.01.16;2015;extern;Master;EN;Organizational Learning Measured By Social Network Analysis ;
03.06.15;02.11.15;2015;extern;Bachelor;DE;Konzeption und Entwicklung einer Applikation für den Austausch von Kunden- und Bestelldaten zwischen E-Commerce-System OXID und E-Mail-Marketingplattform<br><br><br>;
11.06.15;10.02.16;2015;extern;Master;DE;Systematischer Vergleich der Extraktionsstrategien aus SAP Business Warehouse zur Visualisierung und Aufbereitung der Daten mit Hilfe alternativer Analyse-Frontend-Systeme.;
12.06.15;08.02.16;2015;extern;Master;DE;Definition und Entwicklung einer kennzahlenbasierten Business Intelligence Architektur unter Verwendung des In-Memory Technologie des SQL-Servers 2014;
30.06.15;14.03.16;2015;extern;Master;DE;Konzeption einer mobilen Anwendung für das Frachtenbenchmarking in der Chemielogistik bei der Fraunhofer-Arbeitsgruppe für Supply Chain Services;
01.07.15;;2015;extern;Bachelor;DE;Anonymisierung von Gesichtern in Videos;
23.07.15;23.12.15;2015;extern;Bachelor;DE;Automatisierte Analyse von Systemdaten für das In-Memory-Datenbanksystem EXASolution;
27.07.15;24.03.16;2015;extern;Master;DE;Entwicklung eines Eclipse-Plugins zur Analyse von EAST-ADL-Modellen im Hinblick auf empirisch erhobene Qualitätskriterien<br><br>;
31.07.15;16.11.15;2015;extern;Bachelor;EN;Modern Front End Development for Web Applications illustrated by UniCoach;
03.08.15;01.04.16;2015;extern;Master;DE;Entwicklung eines visuellen Zwei-Punkte-Kommunikationsprotokolls für Endbenutzergeräte;
03.08.15;21.12.15;2015;extern;Bachelor;DE;Entwurf und Bewertung einer generischen hoch skalierbaren strombasierten Monitoring Plattform;
04.08.15;;2015;extern;Bachelor;DE;Kinect One zur Beobachtung des Kundenverhaltens;
10.08.15;11.03.16;2015;extern;Master;DE;Inkrementelle Restrukturierung der Software-Architektur einer Lagecy-Anwendung im laufenden Betrieb;
11.08.15;11.01.16;2015;extern;Bachelor;DE;Das Internet der Dinge im Umfeld der privaten Nutzung - Marktanalyse und Zukunftsprognose;
13.08.15;13.01.16;2015;extern;Bachelor;DE;Konzeption und prototypische Umsetzung einer Client-Server-Architektur für die Datenübertragung von Augumented Reality Daten zwischen Webserver und iOS App;
01.09.15;28.01.16;2015;extern;Bachelor;DE;Entwicklung eines Metadaten-Codegenerators zur automatischen Erstellung von Auswertungsprogrammen für IBM Mainframes;
01.09.15;29.01.16;2015;extern;Bachelor;DE;Architekturkonzept und Prototyp zur Visualisierung von Automaten aus der theoretischen Informatik;
01.09.15;01.02.16;2015;extern;Bachelor;DE;Entwicklung eines gestenunterstützten natürlichsprachlichen Dialogs mit einem humanoiden Roboter;
01.09.15;29.01.16;2015;extern;Bachelor;DE;Konzeption und Implementierung eines webbasierten Systems zur Steuerung von Batch-Prozessen;
01.09.15;28.01.16;2015;extern;Bachelor;DE;Physically-based Shading mit Web GL;
01.09.15;28.01.16;2015;extern;Bachelor;DE;Analyse und Vergleich von Garbage Collection Algorithmen für C++;
01.09.15;25.02.16;2015;extern;Bachelor;DE;Verwaltung von RDF-Graphen mittels non-RDF-Graphdatenbanken;
01.09.15;29.01.16;2015;extern;Bachelor;DE;Prototypische Realisierung einer Plattform zur organisatorischen Wissensmanagement und Vorbereitung des Einsatzes automatischer Analyse-Methoden;
04.09.15;11.12.15;2015;extern;Bachelor;DE;Konzeption und prototypische Realisierung eines Datenqualitätstools für das Dokumentenmanagementsystem der DATEV eG<br><br>;
07.09.15;28.01.16;2015;extern;Bachelor;DE;Entwicklung einer effizienten Vorgehensweise zur Analyse technischer Schulden des Software-Produkts „Zahlungsverkehr on premise“ der DATEV eG unter Verwendung von Architekturanalysewerkzeugen;
07.09.15;05.02.16;2015;extern;Bachelor;DE;Entwicklung und Evaluation einer Benutzerschnittstelle für blinde Menschen zur Bedienung von 3D-Druck-Software;
08.09.15;08.02.16;2015;extern;Bachelor;DE;Implementierung und Weiterentwicklung von Algorithmen der Spieltheorie auf der Basis von Algorithmen des Operations Research;
14.09.15;;2015;extern;Bachelor;DE;Prototypische Entwicklung einer Benutzerschnittstelle zur Visualisierung mehrdimensionaler, komplexer Daten bei der Optimierungsanalyse von EAST-ADL Architekturen;
14.09.15;15.02.16;2015;extern;Bachelor;DE;Konzeption und Realisierung einer Desktop-Virtualisierung im Umfeld der bayerischen Staatsbauverwaltung,;
15.09.15;29.01.16;2015;extern;Bachelor;DE;"Entwurf von IT-Architektur Modellierungsrichtlinien im Kontext der Architekturbeschreibungssprache ArchiMate®"" ";
18.09.15;07.01.16;2015;extern;Bachelor;DE;Prozessmanagement in einem mittelständischen IT-Unternehmen;
21.09.15;19.05.16;2015;extern;Master;DE;Entwicklung und Implementierung eines Gamification-Konzepts am Beispiel einer Webseite zur Vereinsorganisation;
23.09.15;22.01.16;2015;extern;Bachelor;DE;Konzeption und Realisierung eines Front-End Wechsels für ein Kanzlei Management-System;
28.09.15;26.02.16;2015;extern;Bachelor;DE;Neuronale Netze<br>Analyse und Design zur Bewertung von Fußballspielern<br>;
30.09.15;29.02.16;2015;extern;Bachelor;DE;Anonymisierung von Autokennzeichen in Videostreams;
01.10.15;29.02.16;2016;extern;Bachelor;DE;Einsatz von Redfish zur Administration virtueller Maschinen;
01.10.15;29.01.16;2016;extern;Bachelor;DE;HMI-Testautomatisierung in der Fahrzeugentwicklung;
01.10.15;01.03.16;2016;extern;Bachelor;DE;Entfernungsbasierte Detailgradsteuerung von punktbasierten Modellen durch den binären Raumpartionierungsalgorithmus;
01.10.15;26.02.16;2016;extern;Bachelor;DE;Beschleunigung der Visualisierung wasserbaulicher Simulationen durch Gitterreduktionsverfahren;
01.10.15;01.03.16;2016;extern;Bachelor;EN;Automatic classification of defects in photovoltaic modules using electroluminescence imaging;
01.10.15;29.02.16;2016;extern;Bachelor;DE;Erkennung von Bäumen in Farbbildern mit neuronalen Netzen;
01.10.15;29.02.16;2016;extern;Bachelor;DE;"Konzeption und Projektkoordination für die Ablösung der DATEV ""ASP Datenbank""";
01.10.15;01.03.16;2016;extern;Bachelor;DE;Konzeption und Prototyping einer 2D/3D-Visualisierungskomponente zur Anzeige von Voxel-, Oberflächen- und Textdaten<br><br>;
01.10.15;24.02.16;2016;extern;Bachelor;DE;Konzeption und Realisierung einer vereinheitlichten Kollaborationsplattform auf Basis von MS Exchange im Bankenumfeld;
02.10.15;29.04.16;2016;extern;Master;DE;Untersuchung von Apple HTTP Live Streaming für AAC-basierte Musik-Streaming Dienste<br><br>;
05.10.15;05.03.16;2016;extern;Bachelor;DE;"""Entwicklung einer prototypischen AUTOSAR Implementierung für ein autonom fahrendes Modellfahrzeug"" ";
05.10.15;05.06.16;2016;extern;Master;DE;Adaptive und geräteübergreifende Anwendungsentwicklung im Umfeld von Industrie 4.0;
05.10.15;02.03.16;2016;extern;Bachelor;DE;Entwicklung einer generischen Vorgehensweise zur Härtung von IT-Serversystemen;
05.10.15;02.06.16;2016;extern;Master;DE;Entwurf und Entwicklung einer mobilen Gamification-Lösung für Städtetouren;
06.10.15;22.01.16;2016;extern;Bachelor;DE;Fachliche Konzeption der automatisierten Zuordnung von Kreditkarten- sowie PayPal-Zahlungen zu Ausgangsrechnungen im Rahmen des SaaS-Projekts bei DATEV eG;
06.10.15;03.03.16;2016;extern;Bachelor;DE;Konzept zur Überprüfung von On-Premise-Produkten zu einer 3-Tier-Architektur am Beispiel der Expertisen-und Gestaltungssysteme der DATEV eG;
07.10.15;01.03.16;2016;extern;Bachelor;DE;Konzeption eines Customer-Relationship Management Prozesses für einen Online-Stellenmarkt;
08.10.15;29.01.16;2016;extern;Bachelor;DE;Werbestrategien im Zeitalter der Blogger und Online Shops-Klassisches Onlinemarketing oder Social Payments;
08.10.15;07.03.16;2016;extern;Bachelor;DE;Analyse einer bestehenden Hochverfügbarkeitslösung für Linux-Systeme sowie Evaluierung und Test von Alternativen;
09.10.15;25.02.16;2016;extern;Bachelor;DE;Konzeption und Implementierung einer weiterentwickelten Testautomatisierungssoftware bei der DATEV eG;
09.10.15;08.06.16;2016;extern;Master;DE;Konzeption und Mechanismen zur Prüfung der Plausibilität der Umsatzsteuervoranmeldung auf Basis einer mobilen Applikation im Auftrag der DATEV eG;
10.10.15;10.06.16;2016;extern;Bachelor;DE;Erkennung von Personen(Full Body Detection) in Videoaufnahmen eines Quadrocopters;
12.10.15;11.02.16;2016;extern;Bachelor;EN;Efficient software image distribution in a chassis-based network switch;
12.10.15;14.03.16;2016;extern;Bachelor;DE;Konzeption und Integration eines Single-Page-Application-Designs in eine native Android-Anwendung;
12.10.15;11.03.16;2016;extern;Bachelor;DE;Analyse und Erweiterung eines Trackingsystems für Vergleichsrechner im Internet und Mobile-Apps;
12.10.15;28.01.16;2016;extern;Bachelor;DE;Konzeption und Implementierung eines Tools zur Verwaltung von ARIS-Skripten mit Apache Subversion ;
12.10.15;;2016;extern;Bachelor;DE;Konzeption und Implementierung von Usage Tracking in einer Messsoftware;
13.10.15;04.02.16;2016;extern;Bachelor;DE;Konzeption, Entwicklung und Evaluation eines Entscheidungsverfahrens zur Festlegung geeigneter Testmethoden für UI-Tests im agilen Softwareentwicklungsumfeld bei DATEV eG;
14.10.15;13.06.16;2016;extern;Master;DE;Definition eines Standards zur Modellierung des Softwareentwicklungsprozesses von DATEV Unternehmen online und eine darauf basierende Optimierung ausgewählter Teilprozesse;
15.10.15;10.03.16;2016;extern;Bachelor;DE;Entwurf einer Applikationsserver-Architektur für das CRM System CAJAC;
15.10.15;14.03.16;2016;extern;Bachelor;DE;Evaluation relationaler und NoSQL Datenbanken hinsichtlich eines CMS mit prototypischer Implementierung für eine Kirchengemeinde;
